age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23, Private, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
40, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,20.0, United-States,<=50K
24, State-gov, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
38, Private, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,1741.0,40.0, United-States,<=50K
58, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
32, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,34.0, United-States,<=50K
40, Private, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1977.0,60.0, United-States,>50K
41, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
42, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States,<=50K
59, Local-gov, 10th,6.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,30.0, United-States,<=50K
19, Local-gov, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
58, Private, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,20.0, United-States,<=50K
42, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Cambodia,>50K
20, Private, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
32, Private, HS-grad,9.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,<=50K
45, Private, Assoc-voc,11.0, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=50K
50, Private, 7th-8th,4.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
36, Private, Bachelors,13.0, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
45, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,12.0, United-States,<=50K
59, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,4064.0,0.0,40.0, United-States,<=50K
26, Private, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
37, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,75.0, Thailand,>50K
64, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,<=50K
33, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
61, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
17, Private, 9th,5.0, Never-married, Other-service, Own-child, White, Male,1055.0,0.0,24.0, United-States,<=50K
50, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407.0,0.0,98.0, United-States,<=50K
27, Local-gov, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,35.0, United-States,<=50K
30, Private, HS-grad,9.0, Divorced, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
43, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
35, Private, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
25, Private, Some-college,10.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
24, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298.0,0.0,48.0, United-States,>50K
22, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,15.0, Germany,<=50K
42, Local-gov, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178.0,0.0,40.0, United-States,>50K
34, Private, Assoc-acdm,12.0, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,45.0, United-States,<=50K
60, Private, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,42.0, United-States,<=50K
21, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
57, Federal-gov, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
41, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
50, Private, Some-college,10.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
25, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
50, Private, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Ecuador,<=50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
31, Private, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
29, Local-gov, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,56.0, United-States,<=50K
21, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,45.0, United-States,<=50K
27, Private, Bachelors,13.0, Never-married, Tech-support, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
65, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,16.0, United-States,<=50K
37, Self-emp-inc, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States,<=50K
24, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
38, Private, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,80.0, United-States,<=50K
48, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
21, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,25.0, United-States,<=50K
31, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
55, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
24, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Laos,<=50K
43, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
26, Private, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
46, Private, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,33.0, United-States,<=50K
35, Private, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,54.0, United-States,>50K
26, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
34, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298.0,0.0,35.0, Taiwan,>50K
36, Self-emp-not-inc, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,>50K
22, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,15.0, United-States,<=50K
24, Private, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
77, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
22, Private, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,40.0, Mexico,<=50K
29, Private, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
62, Private, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,24.0, United-States,<=50K
39, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
43, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1485.0,50.0, United-States,<=50K
35, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
29, Private, 11th,7.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
76, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,10.0, United-States,<=50K
63, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
43, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1887.0,50.0, United-States,>50K
58, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
66, Private, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,2050.0,0.0,55.0, United-States,<=50K
41, Private, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,45.0, United-States,<=50K
26, Private, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
47, Private, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
55, Local-gov, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
53, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
17, Private, 5th-6th,3.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,48.0, Mexico,<=50K
30, Private, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,<=50K
49, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States,<=50K
19, Private, HS-grad,9.0, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,30.0, Haiti,<=50K
45, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
26, Private, Assoc-acdm,12.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
38, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
36, State-gov, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
33, Private, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,20.0, United-States,<=50K
22, State-gov, Some-college,10.0, Never-married, Protective-serv, Own-child, Black, Female,0.0,0.0,40.0, United-States,<=50K
43, Self-emp-not-inc, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,42.0, United-States,<=50K
56, Private, Assoc-acdm,12.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,25.0, Iran,<=50K
31, Private, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,25.0, United-States,<=50K
33, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
26, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
33, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Local-gov, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,30.0, United-States,<=50K
38, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
65, Private, 11th,7.0, Widowed, Other-service, Unmarried, Other, Male,0.0,0.0,40.0, United-States,<=50K
40, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
42, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States,<=50K
26, Self-emp-not-inc, 9th,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Portugal,<=50K
36, Private, 10th,6.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,24.0, United-States,<=50K
62, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
43, Private, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
43, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,1564.0,45.0, United-States,>50K
22, Private, HS-grad,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,55.0, United-States,<=50K
28, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
56, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
22, Private, Assoc-acdm,12.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,15.0, United-States,<=50K
57, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,>50K
39, Private, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
26, Federal-gov, Some-college,10.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,15.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,10.0, United-States,<=50K
40, State-gov, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
20, Local-gov, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,10.0, United-States,<=50K
33, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States,<=50K
23, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Self-emp-not-inc, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=50K
38, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
54, Private, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Private, 5th-6th,3.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,2339.0,45.0, United-States,<=50K
25, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Private, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
36, Local-gov, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States,<=50K
29, Private, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,2415.0,6.0, United-States,>50K
19, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,16.0, United-States,<=50K
19, Private, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States,<=50K
35, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
27, Private, Bachelors,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
46, Self-emp-not-inc, Assoc-acdm,12.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
34, Private, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States,<=50K
44, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
45, Private, Some-college,10.0, Divorced, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
25, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
52, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
20, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
28, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
50, State-gov, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
34, Private, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,64.0, United-States,<=50K
28, Private, 7th-8th,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0.0,2179.0,40.0, Puerto-Rico,<=50K
41, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,65.0, United-States,>50K
28, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,25.0, United-States,<=50K
32, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
41, Local-gov, Some-college,10.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,24.0, United-States,<=50K
24, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
33, Private, Some-college,10.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
46, Private, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
31, State-gov, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
35, Private, 12th,8.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
52, Private, 1st-4th,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,<=50K
30, Private, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,19.0, United-States,<=50K
34, Local-gov, 11th,7.0, Separated, Machine-op-inspct, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
34, State-gov, HS-grad,9.0, Divorced, Transport-moving, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
20, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States,<=50K
17, Private, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,2176.0,0.0,18.0, United-States,<=50K
32, State-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
29, Private, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
33, Private, 10th,6.0, Never-married, Craft-repair, Unmarried, White, Female,0.0,0.0,35.0, United-States,<=50K
25, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
36, Federal-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,1408.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,72.0, Dominican-Republic,<=50K
63, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
47, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
40, Self-emp-not-inc, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,2174.0,0.0,40.0, United-States,<=50K
30, Private, Assoc-acdm,12.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,25.0, United-States,>50K
27, Private, Some-college,10.0, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0.0,1980.0,40.0, Philippines,<=50K
33, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
34, Local-gov, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, Black, Male,594.0,0.0,60.0, United-States,<=50K
34, Local-gov, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
23, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
42, Local-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,<=50K
29, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
45, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,28.0, United-States,<=50K
24, Federal-gov, HS-grad,9.0, Never-married, Armed-Forces, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
27, Private, 9th,5.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Mexico,<=50K
20, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, United-States,<=50K
44, Private, HS-grad,9.0, Widowed, Exec-managerial, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
51, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,<=50K
20, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
19, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,40.0, United-States,<=50K
45, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
60, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
40, Private, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>50K
30, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,<=50K
38, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,50.0, United-States,<=50K
23, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
44, Private, Assoc-acdm,12.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
54, Local-gov, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
32, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
50, Private, 1st-4th,2.0, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=50K
24, Private, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,20.0, United-States,<=50K
37, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,60.0, United-States,<=50K
52, Private, HS-grad,9.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=50K
38, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
49, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,45.0, United-States,>50K
30, Private, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,16.0, United-States,>50K
60, Private, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,>50K
35, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
30, Private, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, United-States,<=50K
67, Private, Assoc-voc,11.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,24.0, United-States,<=50K
46, Private, Bachelors,13.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
17, Private, 9th,5.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,6.0, United-States,<=50K
22, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
27, Private, 10th,6.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
23, Private, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States,<=50K
33, Private, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, Portugal,<=50K
43, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,20.0, United-States,<=50K
